Date,SPY,VOO,QQQ,VTI,VXUS,VEA,VWO,VYM,VIG,VTV,VUG,VOE,VBK
2/25/15,211.630005,194.089996,108.330002,109.480003,51.369999,40.580002,41.799999,70.279999,82.980003,85.830002,109.629997,92.529999,132.720001
2/26/15,211.380005,193.869995,108.879997,109.410004,51.279999,40.470001,41.77,70.279999,82.879997,85.620003,109.629997,92.18,132.789993
2/27/15,210.660004,193.199997,108.400002,109.019997,51.27,40.5,41.799999,70.040001,82.800003,85.330002,109.220001,91.980003,132.240005
3/2/15,211.990005,194.470001,109.379997,109.690002,51.27,40.560001,41.740002,70.25,83.220001,85.690002,110.139999,92.449997,133.350006
3/3/15,211.119995,193.639999,108.870003,109.239998,51.009998,40.330002,41.360001,70.010002,82.68,85.309998,109.720001,92.120003,132.729996
3/4/15,210.229996,192.830002,108.449997,108.800003,50.759998,40.150002,40.880001,69.650002,82.199997,84.980003,109.279999,91.650002,132.009995
3/5/15,210.460007,193.039993,108.639999,108.970001,50.790001,40.279999,40.799999,69.519997,82.43,85.089996,109.419998,91.870003,132.619995
3/6/15,207.5,190.309998,107.410004,107.459999,50.09,39.740002,40.139999,68.559998,81.269997,83.879997,107.940002,90.660004,130.789993
3/9/15,208.360001,191.119995,107.720001,107.860001,50.119999,39.759998,39.98,68.82,81.760002,84.239998,108.290001,90.809998,131.160004
3/10/15,204.979996,187.979996,105.720001,106.220001,49.07,38.93,39.150002,67.790001,80.529999,82.860001,106.599998,89.459999,129.910004
3/11/15,204.5,187.539993,105.110001,106.139999,49.200001,39.029999,39.459999,67.519997,80.290001,82.860001,106.199997,89.480003,130.679993
3/12/15,207.100006,189.960007,105.800003,107.470001,49.740002,39.509998,39.68,68.300003,81.300003,83.849998,107.629997,90.669998,132.309998
3/13/15,205.830002,188.800003,105.339996,106.870003,49.400002,39.27,39.200001,67.910004,80.639999,83.330002,106.93,90.010002,131.740005
3/16/15,208.580002,191.380005,106.699997,108.209999,49.919998,39.709999,39.66,68.720001,81.75,84.440002,108.400002,91.099998,132.949997
3/17/15,207.960007,190.729996,106.870003,108,49.900002,39.669998,39.91,68.57,81.279999,84.029999,108.349998,91.029999,133.059998
3/18/15,210.460007,193,107.919998,109.239998,50.959999,40.490002,40.939999,69.459999,82.050003,85.080002,109.580002,92.239998,134.440002
3/19/15,209.5,192.110001,108.080002,108.849998,50.34,40,40.220001,68.980003,81.610001,84.449997,109.5,91.760002,134.630005
3/20/15,210.410004,193.850006,108.529999,109.760002,51.330002,40.860001,40.720001,69.489998,82.220001,85.190002,110.43,92.730003,135.660004
3/23/15,210,192.520004,108.32,109.57,51.57,41.049999,40.84,69.07,81.720001,85.190002,110.010002,92.610001,135.210007
3/24/15,208.820007,191.399994,107.93,108.989998,51.59,41.009998,41,68.529999,81.370003,84.57,109.519997,92.059998,134.75
3/25/15,205.759995,188.610001,105.459999,106.790001,50.919998,40.610001,40.220001,67.769997,80.169998,83.129997,107.18,90.839996,131.820007
3/26/15,205.270004,188.139999,105.099998,106.580002,50.630001,40.279999,39.990002,67.580002,80.010002,82.900002,107.029999,90.540001,131.610001
3/27/15,205.740005,188.529999,105.519997,106.870003,50.669998,40.369999,40.080002,67.720001,80.260002,83.089996,107.279999,91.059998,132.580002
3/30/15,208.25,190.880005,106.730003,108.230003,50.880001,40.400002,40.900002,68.580002,81.239998,84.160004,108.540001,92.129997,134.419998
3/31/15,206.429993,189.199997,105.599998,107.25,50.349998,39.830002,40.869999,68.300003,80.470001,83.699997,104.610001,91.910004,131.779999
