Date,SPY,VOO,QQQ,VTI,VXUS,VEA,VWO,VYM,VIG,VTV,VUG,VOE,VBK,,
4/12/18,265.929993,244.279999,162.210007,136.970001,57.139999,44.830002,47.029999,83.349998,101.099998,104.330002,142.809998,110.120003,165.699997,,
4/13/18,265.149994,243.600006,161.369995,136.580002,57.049999,44.869999,46.540001,83.18,100.900002,103.959999,142.490005,109.830002,165.039993,,
4/16/18,267.329987,245.580002,162.600006,137.720001,57.16,44.950001,46.580002,83.870003,102.120003,104.879997,143.520004,110.900002,166.460007,,
4/17/18,270.190002,248.220001,166.100006,139.169998,57.41,45.18,46.619999,84.400002,102.860001,105.540001,145.809998,111.43,168.800003,,
4/18/18,270.390015,248.360001,166.440002,139.360001,57.740002,45.450001,46.950001,84.290001,103.010002,105.510002,146.110001,111.769997,169.360001,,
4/19/18,268.890015,247,164.910004,138.600006,57.490002,45.240002,46.689999,83.650002,102.389999,105.330002,144.740005,111.25,168.009995,,
4/20/18,266.609985,245,162.300003,137.5,57.130001,45.02,46.139999,83.129997,101.470001,104.730003,143.119995,110.589996,166.960007,,
4/23/18,266.570007,244.889999,161.889999,137.449997,56.959999,44.970001,45.830002,83.309998,101.589996,104.860001,142.850006,110.769997,166.699997,,
4/24/18,262.980011,241.550003,158.460007,135.800003,56.720001,44.77,45.619999,82.5,100.059998,103.980003,140.149994,109.970001,164.869995,,
4/25/18,263.630005,242.169998,158.649994,135.949997,56.540001,44.669998,45.279999,82.669998,100.199997,104.089996,140.440002,110.239998,164.369995,,
4/26/18,266.309998,244.660004,161.990005,137.240005,56.950001,45,45.75,83.32,100.779999,104.599998,142.869995,110.800003,165.839996,,
4/27/18,266.559998,244.919998,162.089996,137.330002,57.09,45.049999,45.990002,83.410004,100.900002,104.75,142.869995,110.839996,165.470001,,
4/30/18,264.51001,242.919998,160.940002,136.330002,56.810001,44.810001,45.68,82.599998,100.110001,103.610001,142.270004,109.879997,164.369995,,
5/1/18,264.980011,243.440002,162.779999,136.539993,56.68,44.77,45.419998,82.440002,99.709999,103.419998,143.210007,109.580002,165.210007,,
5/2/18,263.200012,241.779999,161.820007,135.75,56.529999,44.709999,45.119999,81.650002,98.760002,102.379997,142.679993,108.879997,165.169998,,
5/3/18,262.619995,241.210007,161.800003,135.380005,56.650002,44.799999,44.98,81.629997,98.529999,101.989998,142.649994,108.389999,164.910004,,
5/4/18,266.019989,244.410004,164.869995,137.130005,56.82,44.970001,45.200001,82.510002,99.779999,103.089996,144.779999,109.629997,167.229996,,
5/7/18,266.920013,245.169998,166.240005,137.729996,56.73,44.959999,45.080002,82.669998,99.919998,103.290001,145.610001,109.629997,168.929993,,
5/8/18,266.920013,245.160004,166.070007,137.779999,56.880001,44.959999,45.310001,82.5,100.019997,103.260002,145.690002,109.519997,169.720001,,
5/9/18,269.5,247.539993,167.880005,139.080002,56.939999,45.099998,45.369999,83.279999,100.68,104.139999,147.199997,110.190002,170.979996,,
5/10/18,272.019989,249.860001,169.619995,140.289993,57.529999,45.419998,46.27,84.040001,101.440002,105.120003,148.550003,111.080002,171.910004,,
5/11/18,272.850006,250.470001,169.460007,140.570007,57.599998,45.509998,46.110001,84.279999,101.849998,105.449997,148.720001,110.730003,172.380005,,
5/14/18,272.980011,250.75,169.75,140.639999,57.66,45.59,46.25,84.419998,101.839996,105.639999,148.619995,110.82,171.820007,,
5/15/18,271.100006,249.029999,167.869995,139.789993,57.119999,45.209999,45.369999,84.019997,101.279999,105.150002,147.240005,110.510002,171.339996,,
5/16/18,272.23999,250.089996,168.979996,140.470001,57.400002,45.349998,46.009998,84.389999,101.830002,105.57,147.940002,111.160004,172.610001,,
5/17/18,272.01001,249.880005,168.330002,140.509995,57.27,45.41,45.369999,84.309998,101.860001,105.529999,147.860001,111.43,173.110001,,
5/18/18,271.329987,249.259995,167.460007,140.199997,57.02,45.25,44.950001,84.099998,101.910004,105.120003,147.729996,111.050003,173.320007,,
5/21/18,273.369995,251.089996,168.399994,141.25,57.400002,45.540001,45.240002,84.779999,102.760002,105.989998,148.710007,111.699997,174.110001,,
5/22/18,272.609985,250.369995,168.179993,140.729996,57.380001,45.509998,45.419998,84.559998,102.129997,105.860001,148,111.489998,172.520004,,
5/23/18,273.359985,251.149994,169.600006,141.100006,56.889999,45.080002,45.220001,84.739998,102.589996,105.82,148.949997,111.57,173.139999,,
5/24/18,272.799988,250.669998,169.550003,140.869995,56.689999,44.93,45.060001,84.519997,102.830002,105.519997,148.869995,111.449997,173.210007,,
5/25/18,272.149994,250.039993,169.720001,140.600006,56.48,44.68,45.169998,84.230003,102.68,105.160004,148.649994,111.089996,173.080002,,
5/29/18,269.019989,247.149994,168.970001,139.210007,55.369999,43.779999,44.169998,83.330002,101.599998,103.669998,147.529999,109.779999,172.740005,,
5/30/18,272.609985,250.410004,170.179993,141.009995,56.09,44.41,44.560001,84.57,103,105.160004,149.199997,111.099998,175.270004,,
5/31/18,270.940002,248.789993,170.070007,140.039993,55.880001,44.169998,44.610001,83.919998,101.879997,104.239998,148.509995,109.919998,173.940002,,
6/1/18,273.600006,251.410004,172.740005,141.5,56.389999,44.5,45.110001,84.629997,102.900002,105.230003,150.289993,110.699997,175.470001,,
6/4/18,274.899994,252.520004,174.300003,142.160004,56.599998,44.700001,45.580002,84.93,103.43,105.519997,151.380005,110.970001,176.210007,,
6/5/18,275.100006,252.869995,174.839996,142.369995,56.48,44.650002,45.18,84.959999,103.519997,105.510002,151.759995,111.209999,177.070007,,
6/6/18,277.399994,254.889999,175.860001,143.630005,57.060001,45.029999,45.830002,85.559998,104.239998,106.459999,152.949997,111.949997,178.660004,,
6/7/18,277.369995,254.770004,174.429993,143.419998,56.610001,44.77,45.130001,85.699997,104.370003,106.730003,152.289993,112.040001,177.630005,,
6/8/18,278.190002,255.570007,174.440002,143.910004,56.689999,44.849998,45.099998,85.980003,104.849998,107.089996,152.690002,112.580002,178.539993,,
6/11/18,278.559998,255.899994,174.910004,144.119995,56.939999,45.139999,45.040001,85.989998,104.739998,107.209999,153.029999,112.699997,178.929993,,
6/12/18,278.920013,256.329987,175.830002,144.419998,56.700001,44.860001,45.009998,85.949997,104.709999,107.080002,153.720001,112.93,180.580002,,
6/13/18,278.029999,255.309998,175.820007,143.880005,56.66,44.880001,44.68,85.410004,104.360001,106.620003,153.179993,112.300003,179.919998,,
6/14/18,278.730011,256.049988,177.600006,144.289993,56.450001,44.77,44.439999,85.419998,104.5,106.529999,154.320007,112.559998,180.960007,,
6/15/18,277.130005,255.830002,176.979996,144.149994,56.07,44.459999,44.200001,85.339996,104.82,106.470001,154.210007,112.489998,180.720001,,
6/18/18,276.559998,255.220001,176.5,143.990005,55.630001,44.150002,43.689999,84.839996,104.279999,106.080002,154.130005,112.629997,181.389999,,
6/19/18,275.5,254.25,176,143.509995,55.049999,43.669998,43.189999,84.650002,103.669998,105.830002,153.279999,112.25,181.039993,,
6/20/18,275.970001,254.710007,177.25,143.839996,55.209999,43.759998,43.330002,84.629997,103.690002,105.790001,153.970001,112.57,182.470001,,
6/21/18,274.23999,253.119995,175.710007,142.850006,54.700001,43.459999,42.720001,84.07,103.169998,105.209999,152.729996,111.970001,180.399994,,
6/22/18,274.73999,253.570007,175.320007,142.449997,54.68,43.380001,42.790001,83.860001,103.489998,104.910004,152.240005,111.75,179.580002,,
6/25/18,271,250.059998,171.369995,140.449997,53.93,42.77,42.23,83.190002,102.669998,104.019997,149.309998,110.769997,175.889999,,
6/26/18,271.600006,250.610001,172.070007,140.770004,54,42.82,42.060001,83.080002,102.68,103.970001,150.039993,110.849998,177.110001,,
6/27/18,269.350006,248.529999,169.729996,139.460007,53.330002,42.43,41.130001,82.620003,101.779999,103.339996,148.330002,109.93,174.179993,,
6/28/18,270.890015,248.880005,171.190002,140.330002,53.599998,42.580002,41.52,82.970001,101.360001,103.779999,149.600006,110.339996,175.619995,,
6/29/18,271.279999,249.509995,171.649994,140.429993,54.099998,42.900002,42.200001,83.050003,101.620003,103.830002,149.809998,110.459999,175.800003,,
7/2/18,271.859985,249.800003,172.800003,140.770004,53.529999,42.439999,41.740002,83.010002,101.699997,103.980003,150.369995,110.480003,176.679993,,
7/3/18,270.899994,248.789993,170.800003,140.410004,53.650002,42.529999,41.779999,82.989998,101.529999,103.839996,149.360001,110.519997,177.029999,,
7/5/18,273.109985,250.919998,172.919998,141.600006,54,42.799999,41.740002,83.660004,102.269997,104.57,150.839996,111.290001,178.699997,,
7/6/18,275.420013,253.009995,175.610001,142.789993,54.290001,43.09,42.25,84.199997,102.739998,105.190002,152.5,112.029999,180.839996,,
7/9/18,277.899994,255.25,177.190002,144.089996,54.869999,43.48,43.02,84.68,103.629997,106.190002,153.839996,113.010002,182.130005,,
7/10/18,278.899994,256.140015,177.320007,144.460007,54.869999,43.529999,42.98,85.260002,104.260002,106.660004,154.179993,113.25,181.669998,,
7/11/18,276.859985,254.389999,176.419998,143.429993,53.970001,42.77,42.18,84.459999,103.410004,105.760002,153.440002,112.230003,180.610001,,
7/12/18,279.369995,256.570007,179.460007,144.610001,54.43,43.130001,42.77,84.830002,104.120003,106.389999,155.169998,112.519997,182.320007,,
7/13/18,279.589996,256.790009,179.610001,144.699997,54.599998,43.25,42.799999,84.760002,104.57,106.449997,155.429993,112.5,182.020004,,
7/16/18,279.339996,256.630005,179.179993,144.470001,54.490002,43.259998,42.560001,84.82,104.150002,106.550003,154.960007,112.290001,180.940002,,
7/17/18,280.470001,257.730011,180.270004,145.130005,54.669998,43.310001,42.889999,85.010002,104.959999,106.870003,155.860001,112.730003,182.350006,,
7/18/18,281.059998,258.200012,179.929993,145.449997,54.66,43.330002,42.849998,85.07,105.199997,107.260002,155.910004,113.129997,182.75,,
7/19/18,280,257.220001,179.029999,145.100006,54.380001,43.150002,42.360001,84.849998,105.07,106.739998,155.509995,113.150002,183.479996,,
7/20/18,279.679993,256.980011,178.990005,144.839996,54.799999,43.41,42.91,84.629997,105.150002,106.650002,155.289993,112.589996,182.550003,,
7/23/18,280.200012,257.470001,179.559998,145.070007,54.619999,43.34,42.779999,84.699997,105.029999,106.989998,155.309998,112.709999,182.410004,,
7/24/18,281.609985,258.679993,180.300003,145.389999,55.029999,43.610001,43.419998,85.18,105.139999,107.510002,155.830002,112.260002,179.820007,,
7/25/18,284.01001,261.049988,182.820007,146.630005,55.599998,43.939999,44.110001,85.660004,106.029999,108.260002,157.759995,112.669998,181.369995,,
7/26/18,283.339996,260.279999,180.050003,146.389999,55.310001,43.759998,43.68,86.080002,106.5,108.599998,156.149994,113.599998,181.720001,,
7/27/18,281.420013,258.589996,177.619995,145.220001,55.389999,43.869999,43.740002,85.879997,106.089996,108.309998,154.5,113.199997,178.220001,,
7/30/18,279.950012,257.100006,175.110001,144.270004,55.419998,43.84,43.68,86.019997,105.550003,108.239998,152.679993,113.209999,175.720001,,
7/31/18,281.329987,258.399994,176.449997,145.089996,55.48,43.880001,43.880001,86.449997,106.379997,108.660004,153.570007,114,177.5,,
8/1/18,280.859985,258.079987,177.119995,144.919998,55.23,43.73,43.549999,85.900002,105.610001,108.139999,153.979996,112.919998,178.199997,,
8/2/18,282.390015,259.390015,179.529999,145.779999,54.810001,43.400002,43.049999,86.010002,105.879997,108.379997,155.339996,113.300003,180.259995,,
8/3/18,283.600006,260.660004,180.080002,146.270004,54.939999,43.459999,43.32,86.639999,106.379997,109.129997,155.660004,113.82,179.460007,,
8/6/18,284.640015,261.640015,181.139999,146.929993,54.700001,43.25,42.990002,86.769997,106.669998,109.440002,156.399994,114.010002,181.059998,,
8/7/18,285.579987,262.369995,181.800003,147.410004,55.009998,43.52,43.380001,86.959999,107.059998,109.800003,156.940002,114.059998,181.610001,,
8/8/18,285.459991,262.230011,182.020004,147.270004,55.02,43.509998,43.279999,86.779999,107.059998,109.739998,156.869995,113.949997,180.949997,,
8/9/18,285.070007,261.899994,181.910004,147.169998,54.869999,43.43,43.220001,86.610001,106.769997,109.5,156.850006,113.809998,181.740005,,
8/10/18,283.160004,260.119995,180.520004,146.25,53.830002,42.610001,42.360001,86.080002,106.160004,108.779999,155.809998,113,181.610001,,
8/13/18,282.100006,259.140015,180.320007,145.690002,53.419998,42.400002,41.68,85.709999,105.790001,108.160004,155.490005,112.309998,180.320007,,
8/14/18,283.899994,260.809998,181.449997,146.649994,53.52,42.459999,41.93,86.139999,106.629997,108.870003,156.460007,113.300003,182.190002,,
8/15/18,281.779999,258.890015,179.229996,145.490005,52.650002,41.810001,40.700001,85.809998,106.209999,108.220001,154.940002,112.150002,180.220001,,
8/16/18,284.059998,260.98999,179.820007,146.630005,52.959999,42.099998,40.990002,86.849998,107.459999,109.360001,155.809998,113.120003,181.619995,,
8/17/18,285.059998,261.859985,179.860001,147.169998,53.310001,42.380001,41.34,87.330002,108.019997,109.889999,155.990005,113.779999,182.410004,,
8/20/18,285.670013,262.440002,179.699997,147.449997,53.549999,42.560001,41.52,87.510002,108.330002,110.209999,156.309998,114.459999,182.899994,,
8/21/18,286.339996,263.01001,180.360001,148,53.939999,42.84,41.970001,87.620003,108.690002,110.349998,156.809998,114.959999,184.660004,,
8/22/18,286.170013,262.929993,181.059998,148.050003,54.220001,43.049999,42.220001,87.330002,108.459999,110.07,157.160004,114.519997,185.759995,,
8/23/18,285.790009,262.549988,180.800003,147.759995,53.709999,42.73,41.560001,87.059998,108.300003,109.839996,156.990005,114.099998,185.610001,,
8/24/18,287.51001,264.200012,182.479996,148.679993,54.209999,43.049999,42.18,87.440002,108.769997,110.330002,158.330002,114.559998,186.960007,,
8/27/18,289.779999,266.190002,184.339996,149.75,54.919998,43.639999,42.869999,87.910004,109.360001,111.139999,159.550003,115.110001,188.070007,,
8/28/18,289.920013,266.339996,184.610001,149.839996,54.82,43.540001,42.66,87.82,109.379997,111.150002,159.759995,115.07,188.449997,,
8/29/18,291.480011,267.799988,186.740005,150.630005,55.07,43.779999,42.900002,87.980003,109.699997,111.449997,161.160004,115.440002,189.570007,,
8/30/18,290.299988,266.709991,186.410004,150.009995,54.380001,43.389999,41.759998,87.519997,109.169998,110.839996,160.580002,114.529999,189.179993,,
8/31/18,290.309998,266.720001,186.649994,150.070007,54.150002,43.119999,42.040001,87.410004,109.360001,110.720001,160.740005,114.629997,189.929993,,
9/4/18,289.809998,266.350006,185.850006,149.860001,53.5,42.689999,41.099998,87.279999,109.160004,110.620003,160.550003,114.360001,190,,
9/5/18,289.029999,265.600006,183.449997,149.369995,53.009998,42.369999,40.66,87.75,109.519997,110.82,159.160004,114.620003,188.270004,,
9/6/18,288.160004,264.820007,181.809998,148.919998,52.900002,42.220001,40.639999,87.589996,110,110.690002,158.440002,114.160004,187.259995,,
9/7/18,287.600006,264.179993,181.110001,148.580002,52.52,41.880001,40.459999,87.370003,109.629997,110.389999,158.119995,113.510002,187.220001,,
9/10/18,288.100006,264.679993,181.720001,148.899994,52.580002,42.110001,39.98,87.550003,110.139999,110.620003,158.460007,113.879997,188.139999,,
9/11/18,289.049988,265.679993,183.119995,149.399994,52.66,42.169998,40.029999,87.449997,110.209999,110.75,159.399994,114.110001,189.009995,,
9/12/18,289.119995,265.709991,182.580002,149.410004,52.860001,42.349998,40.279999,87.580002,110.339996,110.900002,159.240005,114.160004,189.070007,,
9/13/18,290.829987,267.220001,184.529999,150.160004,53.330002,42.619999,40.790001,87.980003,110.82,111.400002,160.350006,114.559998,189.240005,,
9/14/18,290.880005,267.359985,183.990005,150.279999,53.32,42.709999,40.740002,88.040001,110.93,111.610001,160.169998,115,189.809998,,
9/17/18,289.339996,265.850006,181.339996,149.330002,53.279999,42.75,40.419998,88.040001,110.699997,111.529999,158.440002,114.57,187.009995,,
9/18/18,290.910004,267.299988,182.839996,150.130005,53.82,43.189999,40.740002,88.339996,111.459999,111.980003,159.550003,115.150002,188.330002,,
9/19/18,291.220001,267.600006,182.699997,150.149994,54.130001,43.34,41.290001,88.410004,111.370003,112.209999,159.509995,115.050003,186.889999,,
9/20/18,293.579987,269.75,184.720001,151.309998,54.689999,43.810001,41.630001,89.139999,112.089996,113.089996,160.800003,115.75,188.149994,,
9/21/18,291.98999,269.559998,183.710007,151.160004,54.720001,43.82,41.799999,89.339996,112.449997,113.260002,160.300003,115.970001,187.169998,,
9/24/18,291.019989,268.660004,183.889999,150.610001,54.380001,43.630001,41.279999,88.610001,111.660004,112.519997,160.309998,114.949997,186.949997,,
9/25/18,290.75,268.329987,184.139999,150.529999,54.689999,43.84,41.540001,88.120003,111.370003,111.980003,160.759995,114.379997,187.979996,,
9/26/18,289.880005,266.339996,184.270004,149.949997,54.450001,43.700001,41.139999,87.050003,110.580002,111.470001,160.559998,113.589996,186.25,,
9/27/18,290.690002,267.079987,185.830002,150.300003,54.389999,43.580002,41.259998,87.050003,110.529999,111.459999,161.479996,113.470001,186.720001,,
9/28/18,290.720001,267.049988,185.789993,149.649994,54,43.27,41,87.089996,110.699997,110.68,161.039993,113.07,187.320007,,
10/1/18,291.730011,268.040009,186.169998,149.880005,54.09,43.380001,41.099998,87.480003,111.040001,111.150002,161.419998,112.82,185.039993,,
10/2/18,291.559998,268.01001,185.75,149.660004,53.759998,43.099998,40.66,87.860001,110.940002,111.410004,160.889999,112.790001,183,,
10/3/18,291.720001,268.23999,185.949997,149.860001,53.560001,43.029999,40.32,87.900002,110.559998,111.550003,160.960007,113.019997,184.050003,,
10/4/18,289.440002,266.040009,182.380005,148.589996,52.82,42.48,39.400002,87.809998,109.919998,111.330002,158.619995,112.419998,180.839996,,
10/5/18,287.820007,264.540009,180.149994,147.630005,52.540001,42.27,39.220001,87.550003,109.389999,110.980003,157.259995,111.870003,179.110001,,
10/8/18,287.820007,264.470001,179.050003,147.520004,52.34,42.040001,39.290001,87.980003,109.639999,111.330002,156.419998,112.209999,177.470001,,
10/9/18,287.399994,264.130005,179.630005,147.259995,52.16,41.889999,39.189999,87.699997,109.110001,110.989998,156.509995,111.519997,176.589996,,
10/10/18,278.299988,255.600006,171.729996,142.570007,50.900002,40.939999,38.099998,85.75,106.040001,108.120003,150.320007,108.75,170.669998,,
10/11/18,272.170013,250.220001,169.600006,139.529999,50.220001,40.369999,37.759998,83.379997,103.75,105.459999,147.759995,106.339996,167.710007,,
10/12/18,275.950012,253.600006,174.320007,141.369995,50.689999,40.57,38.720001,83.809998,104.779999,106.199997,150.949997,106.800003,169.809998,,
10/15/18,274.399994,252.210007,172.210007,140.740005,50.48,40.5,38.34,83.709999,104.720001,105.900002,149.690002,107.220001,170.199997,,
10/16/18,280.399994,257.579987,177.220001,143.839996,51.450001,41.200001,39.220001,84.949997,106.620003,107.800003,153.449997,108.959999,175.479996,,
10/17/18,280.450012,257.670013,177.289993,143.800003,51.02,40.950001,38.75,85.230003,106.5,107.970001,153.279999,108.639999,174.929993,,
10/18/18,276.399994,254.050003,173.179993,141.720001,50.169998,40.299999,37.740002,84.459999,105.230003,106.93,150.339996,107.43,171.929993,,
10/19/18,276.25,253.850006,173.020004,141.350006,50.459999,40.509998,38.09,84.540001,104.949997,106.980003,149.830002,107.459999,169.419998,,
10/22/18,275.01001,252.800003,173.910004,140.789993,50.380001,40.32,38.490002,83.949997,104.779999,106.199997,149.809998,106.650002,169.020004,,
10/23/18,273.609985,251.279999,173.270004,139.960007,49.849998,39.91,38.110001,83.5,104.089996,105.57,149.050003,105.900002,167.839996,,
10/24/18,265.320007,243.779999,165.339996,135.610001,48.459999,38.810001,37,81.660004,101.550003,102.870003,143.740005,103.120003,161.630005,,
10/25/18,270.079987,248.149994,171.059998,138.160004,49.080002,39.240002,37.700001,82.449997,102.440002,104.209999,147.119995,104.199997,164.779999,,
10/26/18,265.329987,243.759995,166.660004,135.770004,48.669998,38.91,37.41,81.400002,101.279999,102.809998,143.889999,102.529999,162.399994,,
10/29/18,263.859985,242.5,163.229996,135.020004,48.389999,38.75,36.68,81.709999,101.160004,102.949997,141.770004,102.480003,160.479996,,
10/30/18,267.769989,246.210007,165.919998,137.130005,48.970001,39.23,37.43,83.129997,103.290001,104.459999,144.050003,104.379997,163.770004,,
10/31/18,270.630005,248.789993,169.820007,138.559998,49.380001,39.549999,37.860001,83.260002,103.660004,105.169998,146.440002,105.120003,165.889999,,
11/1/18,273.51001,251.369995,172.059998,140.130005,50.279999,40.07,39.220001,83.889999,104.870003,105.860001,148.720001,106.830002,169.740005,,
11/2/18,271.890015,249.809998,169.380005,139.559998,50.560001,40.18,39.360001,83.629997,104.830002,105.669998,147.089996,106.510002,169.5,,
11/5/18,273.390015,251.229996,168.960007,140.240005,50.57,40.16,39.540001,84.470001,105.580002,106.889999,146.990005,107.400002,168.839996,,
11/6/18,275.119995,252.820007,170.240005,141.039993,50.68,40.369999,39.389999,85.019997,106.480003,107.449997,148.039993,108.290001,169.399994,,
11/7/18,281.01001,258.160004,175.580002,143.919998,51.360001,40.869999,40.09,86.18,108.190002,109.290001,151.839996,109.580002,173.059998,,
11/8/18,280.5,257.720001,174.460007,143.639999,50.779999,40.459999,39.119999,86.129997,108.370003,109.199997,151.320007,109.370003,172.279999,,
11/9/18,277.76001,255.339996,171.520004,142.169998,50.25,40.169998,38.450001,85.75,107.800003,108.379997,149.520004,108.440002,169.369995,,
11/12/18,272.570007,250.410004,166.330002,139.440002,49.450001,39.48,37.939999,84.739998,106.269997,106.940002,145.639999,107.220001,165.089996,,
11/13/18,272.059998,249.990005,166.470001,139.240005,49.709999,39.630001,38.389999,84.559998,106.209999,106.849998,145.360001,107.32,164.660004,,
11/14/18,270.200012,248.279999,165.199997,138.220001,49.860001,39.669998,38.689999,84.099998,105.730003,106.010002,144.470001,106.75,163.369995,,
11/15/18,273.019989,250.850006,168.089996,139.779999,50.220001,39.799999,39.450001,84.839996,106.889999,106.980003,146.279999,107.239998,166.110001,,
11/16/18,273.730011,251.490005,167.5,140.080002,50.220001,39.84,39.59,85.290001,107.360001,107.550003,146.130005,107.5,166.710007,,
11/19/18,269.100006,247.320007,162.059998,137.649994,49.790001,39.509998,39.099998,84.93,105.949997,106.82,142.009995,106.309998,161.690002,,
11/20/18,264.119995,242.770004,159.160004,135.199997,48.779999,38.779999,38.279999,83.480003,103.919998,104.709999,139.690002,104.489998,159.160004,,
11/21/18,265.019989,243.580002,160.369995,135.860001,49.529999,39.349998,39,83.349998,104,104.830002,140.600006,105.220001,161.520004,,
11/23/18,263.25,242.009995,159.210007,135.130005,49.220001,39.09,38.59,82.849998,103.919998,104.309998,139.520004,105.029999,161.779999,,
11/26/18,267.5,245.800003,162.889999,137.229996,49.869999,39.619999,38.860001,83.839996,104.849998,105.779999,142,106.440002,164.529999,,
11/27/18,268.399994,246.570007,163.440002,137.399994,49.75,39.5,39.139999,84.199997,105.010002,106.199997,142.25,106.169998,163.25,,
11/28/18,274.579987,252.330002,168.699997,140.600006,50.610001,40.080002,40.009998,85.43,107.230003,108.07,146.470001,107.739998,168.110001,,
11/29/18,273.980011,251.809998,168.149994,140.339996,50.360001,39.889999,39.740002,85.389999,106.93,107.790001,146.320007,107.120003,168.270004,,
11/30/18,275.649994,253.479996,169.369995,141.350006,50.209999,39.75,39.689999,86.220001,107.949997,108.610001,147.279999,107.519997,169.169998,,
12/3/18,279.299988,256.609985,172.330002,143,50.93,40.279999,40.48,86.730003,108.550003,109.43,149.860001,108.529999,171.539993,,
12/4/18,270.25,248.649994,165.720001,138.330002,49.689999,39.259998,39.73,84.480003,105.599998,106.349998,144.490005,105.440002,164.830002,,
12/6/18,269.839996,248.020004,166.889999,138.160004,49.279999,38.889999,39.41,84.07,105.25,105.839996,144.809998,105.110001,164.860001,,
12/7/18,263.570007,242.259995,161.380005,134.899994,48.639999,38.48,38.619999,82.650002,103.07,103.690002,140.919998,103.110001,160.520004,,
12/10/18,264.070007,242.550003,163.070007,135.050003,48.220001,38.150002,38.169998,82.540001,103.529999,103.519997,141.660004,102.470001,160.529999,,
12/11/18,264.130005,242.619995,163.610001,135.020004,48.380001,38.189999,38.560001,82.489998,103.639999,103.419998,141.789993,102.139999,160.139999,,
12/12/18,265.459991,243.960007,165.050003,135.789993,49.139999,38.790001,39.139999,82.790001,104.150002,103.809998,142.880005,102.629997,161.740005,,
12/13/18,265.369995,243.880005,165.100006,135.460007,49.07,38.720001,39.200001,82.809998,104.080002,103.800003,142.649994,101.919998,159.740005,,
12/14/18,260.470001,239.380005,161.080002,133.119995,48.389999,38.189999,38.709999,81.459999,101.790001,102.089996,139.779999,100.68,157.139999,,
12/17/18,255.360001,233.229996,157.429993,130.279999,47.98,37.860001,38.290001,79.949997,99.050003,100.110001,136.610001,98.540001,152.729996,,
12/18/18,255.080002,233.139999,158.419998,130.240005,48.040001,37.900002,38.529999,79.550003,99.150002,99.720001,137.179993,98.43,153.190002,,
12/19/18,251.259995,229.419998,154.529999,128.240005,47.490002,37.490002,37.889999,78.540001,97.629997,98.57,134.559998,96.779999,150.470001,,
12/20/18,247.169998,225.649994,152.289993,126.169998,47.43,37.349998,38.18,77.620003,96.010002,97.209999,132.100006,95.400002,147.360001,,
12/21/18,240.699997,221.160004,147.570007,123.489998,46.700001,36.619999,37.869999,76.650002,94.760002,95.720001,128.589996,93.690002,143.330002,,
12/24/18,234.339996,215.070007,143.5,119.699997,45.720001,35.84,37.32,73.709999,92.080002,92.300003,124.849998,90.18,140.029999,,
12/26/18,246.179993,225.949997,152.460007,125.459999,46.84,36.75,37.98,76.620003,95.879997,96.110001,132.059998,93.879997,147.600006,,
12/27/18,248.070007,228.050003,153.050003,126.589996,46.849998,36.779999,37.900002,77.370003,97.019997,97.089996,133.190002,94.690002,148.649994,,
12/28/18,247.75,227.759995,152.970001,126.43,47.110001,37.02,38.169998,77.32,96.970001,96.989998,133.050003,94.440002,148.679993,,
12/31/18,249.919998,229.809998,154.259995,127.629997,47.220001,37.099998,38.099998,77.989998,97.949997,97.949997,134.330002,95.260002,150.589996,,
1/2/19,250.179993,229.990005,154.880005,127.730003,47.130001,37.049999,38.27,78.120003,97.32,98,134.289993,95.230003,149.779999,,
1/3/19,244.210007,224.5,149.820007,124.769997,46.599998,36.75,37.669998,76.699997,95.150002,96.190002,130.179993,93.870003,146.610001,,
1/4/19,252.389999,231.910004,156.229996,128.899994,48.119999,37.880001,38.860001,78.93,97.849998,98.959999,135.360001,96.669998,152.220001,,
1/7/19,254.380005,233.649994,158.089996,130.199997,48.27,38,38.939999,79.309998,98.279999,99.529999,136.740005,97.669998,155.710007,,
1/8/19,256.769989,235.919998,159.520004,131.539993,48.619999,38.27,39.16,79.959999,99.410004,100.260002,138.410004,98.580002,158.460007,,
1/9/19,257.970001,237.009995,160.820007,132.160004,49.27,38.740002,39.73,79.949997,99.690002,100.440002,139.490005,99.370003,159.839996,,
1/10/19,258.880005,238,161.279999,132.809998,49.43,38.900002,40.029999,80.32,100.389999,100.800003,140.160004,99.910004,161.160004,,
1/11/19,258.980011,237.889999,160.690002,132.839996,49.110001,38.66,39.779999,80.419998,100.260002,101,139.809998,100.059998,161.119995,,
1/14/19,257.399994,236.580002,159.270004,132,48.900002,38.459999,39.5,79.980003,99.779999,100.550003,138.779999,99.290001,159.630005,,
1/15/19,260.350006,239.350006,162.380005,133.440002,49.209999,38.700001,39.759998,80.449997,100.459999,101.459999,140.779999,99.989998,161.779999,,
1/16/19,260.980011,239.880005,162.350006,133.820007,49.41,38.82,40.150002,80.389999,100.510002,101.800003,140.899994,100.519997,162.350006,,
1/17/19,262.959991,241.669998,163.630005,134.899994,49.630001,38.950001,40.34,81.019997,101.470001,102.540001,142.070007,101.410004,163.910004,,
1/18/19,266.459991,244.919998,165.25,136.649994,50.029999,39.369999,40.549999,82.150002,103.099998,103.959999,143.839996,102.779999,166.279999,,
